Age Group,Job,Marital,Education,Default,Balance Group,Month,Response Rate
40+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,unknown,married,secondary,no,low,aug,0
30+,housemaid,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
30+,technician,single,secondary,no,medium,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,1
30+,management,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
50+,services,married,secondary,no,medium,aug,0
30+,admin.,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,high,aug,0
50+,retired,married,secondary,no,medium,aug,0
30+,unemployed,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,medium,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,unemployed,single,tertiary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
40+,technician,married,tertiary,no,low,aug,0
60+,retired,married,tertiary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,student,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,technician,married,secondary,no,medium,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,management,married,secondary,no,low,aug,0
40+,management,divorced,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,services,single,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,no,medium,aug,0
40+,technician,married,secondary,no,medium,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,services,married,unknown,yes,low,aug,0
50+,technician,married,tertiary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,technician,single,tertiary,no,low,aug,0
40+,self-employed,married,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,1
30+,management,married,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
40+,housemaid,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
50+,services,married,unknown,no,medium,aug,0
30+,entrepreneur,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
30+,housemaid,married,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,self-employed,married,tertiary,no,low,aug,0
40+,admin.,divorced,secondary,no,low,aug,1
30+,management,married,tertiary,no,low,aug,0
40+,housemaid,married,primary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
50+,management,divorced,tertiary,no,low,aug,0
40+,management,divorced,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,housemaid,married,primary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,retired,married,secondary,no,medium,aug,0
40+,services,married,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,housemaid,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,technician,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,admin.,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
60+,self-employed,married,secondary,no,medium,aug,0
50+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,blue-collar,married,unknown,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,self-employed,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,housemaid,married,primary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
50+,services,married,secondary,no,medium,aug,0
30+,technician,single,tertiary,no,medium,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,medium,aug,0
50+,retired,married,unknown,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,housemaid,single,secondary,no,low,aug,0
40+,self-employed,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,self-employed,married,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,self-employed,married,tertiary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
50+,admin.,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
30+,management,single,secondary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,yes,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,self-employed,married,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
40+,housemaid,married,primary,no,low,aug,0
60+,retired,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,management,divorced,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,medium,aug,0
40+,technician,married,secondary,yes,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
60+,retired,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,single,tertiary,no,medium,aug,0
50+,retired,married,primary,no,medium,aug,0
50+,admin.,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
50+,retired,married,primary,no,medium,aug,0
40+,technician,married,secondary,no,medium,aug,0
40+,blue-collar,married,primary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,tertiary,yes,low,aug,0
60+,retired,married,tertiary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,secondary,yes,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
60+,management,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
60+,technician,divorced,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,retired,married,tertiary,no,medium,aug,0
40+,technician,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,1
50+,technician,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,single,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,self-employed,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,secondary,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,high,aug,0
40+,technician,single,tertiary,no,medium,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,divorced,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,self-employed,married,primary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,services,married,secondary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,medium,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,management,single,secondary,no,low,aug,0
60+,retired,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,technician,divorced,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,1
30+,technician,single,secondary,yes,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,unknown,married,primary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,self-employed,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,technician,married,secondary,yes,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
40+,management,divorced,tertiary,no,low,aug,0
50+,admin.,married,secondary,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,housemaid,divorced,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,single,secondary,no,low,aug,0
30+,self-employed,married,primary,no,low,aug,0
30+,services,single,secondary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
